SEM_EXM_EXCH_ID,SEM_SEGMENT,SEM_SMST_SECURITY_ID,SEM_INSTRUMENT_NAME,SEM_EXPIRY_CODE,SEM_TRADING_SYMBOL,SEM_LOT_UNITS,SEM_CUSTOM_SYMBOL,SEM_EXPIRY_DATE,SEM_STRIKE_PRICE,SEM_OPTION_TYPE,SEM_TICK_SIZE,SEM_EXPIRY_FLAG,SEM_EXCH_INSTRUMENT_TYPE,SEM_SERIES,SM_SYMBOL_NAME
NSE,D,35013,OPTIDX,0,BANKNIFTY-Dec2026-81000-CE,30.0,BANKNIFTY 29 DEC 81000 CALL,2026-12-29 14:30:00,81000.0,CE,5.0,M,OP,,
NSE,D,35014,OPTIDX,0,BANKNIFTY-Dec2026-81000-PE,30.0,BANKNIFTY 29 DEC 81000 PUT,2026-12-29 14:30:00,81000.0,PE,5.0,M,OP,,
NSE,D,35015,OPTIDX,0,BANKNIFTY-Sep2026-82500-PE,30.0,BANKNIFTY 29 SEP 82500 PUT,2026-09-29 14:30:00,82500.0,PE,5.0,M,OP,,
NSE,D,35016,OPTIDX,0,BANKNIFTY-Mar2027-81000-CE,30.0,BANKNIFTY 30 MAR 81000 CALL,2027-03-30 14:30:00,81000.0,CE,5.0,M,OP,,
NSE,D,35017,OPTIDX,0,BANKNIFTY-Mar2027-81000-PE,30.0,BANKNIFTY 30 MAR 81000 PUT,2027-03-30 14:30:00,81000.0,PE,5.0,M,OP,,
NSE,D,35018,OPTIDX,0,BANKNIFTY-Oct2026-71900-CE,30.0,BANKNIFTY 27 OCT 71900 CALL,2026-10-27 14:30:00,71900.0,CE,5.0,M,OP,,
NSE,D,35019,OPTIDX,0,BANKNIFTY-Oct2026-71900-PE,30.0,BANKNIFTY 27 OCT 71900 PUT,2026-10-27 14:30:00,71900.0,PE,5.0,M,OP,,
NSE,D,35020,OPTIDX,0,BANKNIFTY-Oct2026-72100-CE,30.0,BANKNIFTY 27 OCT 72100 CALL,2026-10-27 14:30:00,72100.0,CE,5.0,M,OP,,
NSE,D,35021,OPTIDX,0,BANKNIFTY-Oct2026-72100-PE,30.0,BANKNIFTY 27 OCT 72100 PUT,2026-10-27 14:30:00,72100.0,PE,5.0,M,OP,,
NSE,D,35022,OPTIDX,0,BANKNIFTY-Oct2026-72200-CE,30.0,BANKNIFTY 27 OCT 72200 CALL,2026-10-27 14:30:00,72200.0,CE,5.0,M,OP,,
NSE,D,35023,OPTIDX,0,BANKNIFTY-Oct2026-72200-PE,30.0,BANKNIFTY 27 OCT 72200 PUT,2026-10-27 14:30:00,72200.0,PE,5.0,M,OP,,
NSE,D,35024,OPTIDX,0,BANKNIFTY-Jun2027-81000-CE,30.0,BANKNIFTY 29 JUN 81000 CALL,2027-06-29 14:30:00,81000.0,CE,5.0,M,OP,,
NSE,D,35025,OPTIDX,0,BANKNIFTY-Jun2027-81000-PE,30.0,BANKNIFTY 29 JUN 81000 PUT,2027-06-29 14:30:00,81000.0,PE,5.0,M,OP,,
NSE,D,35026,OPTIDX,0,FINNIFTY-Aug2026-29850-CE,60.0,FINNIFTY 25 AUG 29850 CALL,2026-08-25 14:30:00,29850.0,CE,5.0,M,OP,,
NSE,D,35027,OPTIDX,0,FINNIFTY-Aug2026-29850-PE,60.0,FINNIFTY 25 AUG 29850 PUT,2026-08-25 14:30:00,29850.0,PE,5.0,M,OP,,
NSE,D,35028,OPTIDX,0,BANKNIFTY-Sep2026-78000-CE,30.0,BANKNIFTY 29 SEP 78000 CALL,2026-09-29 14:30:00,78000.0,CE,5.0,M,OP,,
NSE,D,35029,OPTIDX,0,BANKNIFTY-Sep2026-78000-PE,30.0,BANKNIFTY 29 SEP 78000 PUT,2026-09-29 14:30:00,78000.0,PE,5.0,M,OP,,
NSE,D,35030,OPTIDX,0,FINNIFTY-Aug2026-19800-CE,60.0,FINNIFTY 25 AUG 19800 CALL,2026-08-25 14:30:00,19800.0,CE,5.0,M,OP,,
NSE,D,35031,OPTIDX,0,FINNIFTY-Aug2026-19800-PE,60.0,FINNIFTY 25 AUG 19800 PUT,2026-08-25 14:30:00,19800.0,PE,5.0,M,OP,,
NSE,D,35032,OPTIDX,0,FINNIFTY-Aug2026-29950-CE,60.0,FINNIFTY 25 AUG 29950 CALL,2026-08-25 14:30:00,29950.0,CE,5.0,M,OP,,
NSE,D,35033,OPTIDX,0,FINNIFTY-Aug2026-29950-PE,60.0,FINNIFTY 25 AUG 29950 PUT,2026-08-25 14:30:00,29950.0,PE,5.0,M,OP,,
NSE,D,35034,OPTIDX,0,FINNIFTY-Aug2026-30050-CE,60.0,FINNIFTY 25 AUG 30050 CALL,2026-08-25 14:30:00,30050.0,CE,5.0,M,OP,,
NSE,D,35035,OPTIDX,0,FINNIFTY-Aug2026-30050-PE,60.0,FINNIFTY 25 AUG 30050 PUT,2026-08-25 14:30:00,30050.0,PE,5.0,M,OP,,
NSE,D,35036,OPTIDX,0,MIDCPNIFTY-Aug2026-16950-CE,120.0,MIDCPNIFTY 25 AUG 16950 CALL,2026-08-25 14:30:00,16950.0,CE,5.0,M,OP,,
NSE,D,35037,OPTIDX,0,MIDCPNIFTY-Aug2026-16950-PE,120.0,MIDCPNIFTY 25 AUG 16950 PUT,2026-08-25 14:30:00,16950.0,PE,5.0,M,OP,,
NSE,D,35038,OPTIDX,0,NIFTYNXT50-Aug2026-83100-CE,25.0,NIFTYNXT50 25 AUG 83100 CALL,2026-08-25 14:30:00,83100.0,CE,5.0,M,OP,,
NSE,D,35039,OPTIDX,0,NIFTYNXT50-Aug2026-83100-PE,25.0,NIFTYNXT50 25 AUG 83100 PUT,2026-08-25 14:30:00,83100.0,PE,5.0,M,OP,,
NSE,D,35040,OPTIDX,0,FINNIFTY-Aug2026-33600-CE,60.0,FINNIFTY 25 AUG 33600 CALL,2026-08-25 14:30:00,33600.0,CE,5.0,M,OP,,
NSE,D,35041,OPTIDX,0,FINNIFTY-Aug2026-33600-PE,60.0,FINNIFTY 25 AUG 33600 PUT,2026-08-25 14:30:00,33600.0,PE,5.0,M,OP,,
NSE,D,35042,OPTIDX,0,NIFTYNXT50-Aug2026-83200-CE,25.0,NIFTYNXT50 25 AUG 83200 CALL,2026-08-25 14:30:00,83200.0,CE,5.0,M,OP,,
NSE,D,35043,OPTIDX,0,NIFTYNXT50-Aug2026-83200-PE,25.0,NIFTYNXT50 25 AUG 83200 PUT,2026-08-25 14:30:00,83200.0,PE,5.0,M,OP,,
NSE,D,35044,OPTIDX,0,FINNIFTY-Aug2026-33700-CE,60.0,FINNIFTY 25 AUG 33700 CALL,2026-08-25 14:30:00,33700.0,CE,5.0,M,OP,,
NSE,D,35045,OPTIDX,0,FINNIFTY-Aug2026-33700-PE,60.0,FINNIFTY 25 AUG 33700 PUT,2026-08-25 14:30:00,33700.0,PE,5.0,M,OP,,
NSE,D,35046,OPTIDX,0,NIFTYNXT50-Aug2026-83300-CE,25.0,NIFTYNXT50 25 AUG 83300 CALL,2026-08-25 14:30:00,83300.0,CE,5.0,M,OP,,
NSE,D,35047,OPTIDX,0,NIFTYNXT50-Aug2026-83300-PE,25.0,NIFTYNXT50 25 AUG 83300 PUT,2026-08-25 14:30:00,83300.0,PE,5.0,M,OP,,
NSE,D,35048,OPTIDX,0,FINNIFTY-Aug2026-33800-CE,60.0,FINNIFTY 25 AUG 33800 CALL,2026-08-25 14:30:00,33800.0,CE,5.0,M,OP,,
NSE,D,35049,OPTIDX,0,FINNIFTY-Aug2026-33800-PE,60.0,FINNIFTY 25 AUG 33800 PUT,2026-08-25 14:30:00,33800.0,PE,5.0,M,OP,,
NSE,D,35050,OPTIDX,0,FINNIFTY-Oct2026-32100-CE,60.0,FINNIFTY 27 OCT 32100 CALL,2026-10-27 14:30:00,32100.0,CE,5.0,M,OP,,
NSE,D,35051,OPTIDX,0,FINNIFTY-Oct2026-32100-PE,60.0,FINNIFTY 27 OCT 32100 PUT,2026-10-27 14:30:00,32100.0,PE,5.0,M,OP,,
NSE,D,35052,OPTIDX,0,FINNIFTY-Sep2026-32700-CE,60.0,FINNIFTY 29 SEP 32700 CALL,2026-09-29 14:30:00,32700.0,CE,5.0,M,OP,,
NSE,D,35053,OPTIDX,0,FINNIFTY-Sep2026-32700-PE,60.0,FINNIFTY 29 SEP 32700 PUT,2026-09-29 14:30:00,32700.0,PE,5.0,M,OP,,
NSE,D,35054,OPTIDX,0,FINNIFTY-Sep2026-32800-CE,60.0,FINNIFTY 29 SEP 32800 CALL,2026-09-29 14:30:00,32800.0,CE,5.0,M,OP,,
NSE,D,35055,OPTIDX,0,FINNIFTY-Sep2026-32800-PE,60.0,FINNIFTY 29 SEP 32800 PUT,2026-09-29 14:30:00,32800.0,PE,5.0,M,OP,,
NSE,D,35056,OPTIDX,0,FINNIFTY-Oct2026-32200-CE,60.0,FINNIFTY 27 OCT 32200 CALL,2026-10-27 14:30:00,32200.0,CE,5.0,M,OP,,
NSE,D,35057,OPTIDX,0,FINNIFTY-Oct2026-32200-PE,60.0,FINNIFTY 27 OCT 32200 PUT,2026-10-27 14:30:00,32200.0,PE,5.0,M,OP,,
NSE,D,35058,OPTIDX,0,FINNIFTY-Oct2026-32300-CE,60.0,FINNIFTY 27 OCT 32300 CALL,2026-10-27 14:30:00,32300.0,CE,5.0,M,OP,,
NSE,D,35059,OPTIDX,0,FINNIFTY-Oct2026-32300-PE,60.0,FINNIFTY 27 OCT 32300 PUT,2026-10-27 14:30:00,32300.0,PE,5.0,M,OP,,
NSE,D,35060,OPTIDX,0,FINNIFTY-Sep2026-36000-CE,60.0,FINNIFTY 29 SEP 36000 CALL,2026-09-29 14:30:00,36000.0,CE,5.0,M,OP,,
NSE,D,35061,OPTIDX,0,FINNIFTY-Sep2026-36000-PE,60.0,FINNIFTY 29 SEP 36000 PUT,2026-09-29 14:30:00,36000.0,PE,5.0,M,OP,,
NSE,D,35062,OPTIDX,0,MIDCPNIFTY-Sep2026-16725-CE,120.0,MIDCPNIFTY 29 SEP 16725 CALL,2026-09-29 14:30:00,16725.0,CE,5.0,M,OP,,
NSE,D,35063,OPTIDX,0,MIDCPNIFTY-Sep2026-16725-PE,120.0,MIDCPNIFTY 29 SEP 16725 PUT,2026-09-29 14:30:00,16725.0,PE,5.0,M,OP,,
NSE,D,35064,OPTIDX,0,MIDCPNIFTY-Sep2026-16750-CE,120.0,MIDCPNIFTY 29 SEP 16750 CALL,2026-09-29 14:30:00,16750.0,CE,5.0,M,OP,,
NSE,D,35065,OPTIDX,0,MIDCPNIFTY-Sep2026-16750-PE,120.0,MIDCPNIFTY 29 SEP 16750 PUT,2026-09-29 14:30:00,16750.0,PE,5.0,M,OP,,
NSE,D,35066,OPTIDX,0,NIFTYNXT50-Aug2026-83400-CE,25.0,NIFTYNXT50 25 AUG 83400 CALL,2026-08-25 14:30:00,83400.0,CE,5.0,M,OP,,
NSE,D,35067,OPTIDX,0,NIFTYNXT50-Aug2026-83400-PE,25.0,NIFTYNXT50 25 AUG 83400 PUT,2026-08-25 14:30:00,83400.0,PE,5.0,M,OP,,
NSE,D,35068,OPTIDX,0,MIDCPNIFTY-Sep2026-16775-CE,120.0,MIDCPNIFTY 29 SEP 16775 CALL,2026-09-29 14:30:00,16775.0,CE,5.0,M,OP,,
NSE,D,35069,OPTIDX,0,MIDCPNIFTY-Sep2026-16775-PE,120.0,MIDCPNIFTY 29 SEP 16775 PUT,2026-09-29 14:30:00,16775.0,PE,5.0,M,OP,,
NSE,D,35070,OPTIDX,0,NIFTYNXT50-Aug2026-83600-CE,25.0,NIFTYNXT50 25 AUG 83600 CALL,2026-08-25 14:30:00,83600.0,CE,5.0,M,OP,,
NSE,D,35071,OPTIDX,0,NIFTYNXT50-Aug2026-83600-PE,25.0,NIFTYNXT50 25 AUG 83600 PUT,2026-08-25 14:30:00,83600.0,PE,5.0,M,OP,,
NSE,D,35072,OPTIDX,0,BANKNIFTY-Aug2026-31500-CE,30.0,BANKNIFTY 25 AUG 31500 CALL,2026-08-25 14:30:00,31500.0,CE,5.0,M,OP,,
NSE,D,35073,OPTIDX,0,BANKNIFTY-Aug2026-31500-PE,30.0,BANKNIFTY 25 AUG 31500 PUT,2026-08-25 14:30:00,31500.0,PE,5.0,M,OP,,
NSE,D,35074,OPTIDX,0,NIFTYNXT50-Aug2026-83700-CE,25.0,NIFTYNXT50 25 AUG 83700 CALL,2026-08-25 14:30:00,83700.0,CE,5.0,M,OP,,
NSE,D,35075,OPTIDX,0,NIFTYNXT50-Aug2026-83700-PE,25.0,NIFTYNXT50 25 AUG 83700 PUT,2026-08-25 14:30:00,83700.0,PE,5.0,M,OP,,
NSE,D,35076,OPTIDX,0,NIFTYNXT50-Aug2026-83800-CE,25.0,NIFTYNXT50 25 AUG 83800 CALL,2026-08-25 14:30:00,83800.0,CE,5.0,M,OP,,
NSE,D,35077,OPTIDX,0,NIFTYNXT50-Aug2026-83800-PE,25.0,NIFTYNXT50 25 AUG 83800 PUT,2026-08-25 14:30:00,83800.0,PE,5.0,M,OP,,
NSE,D,35078,OPTIDX,0,NIFTYNXT50-Aug2026-83900-CE,25.0,NIFTYNXT50 25 AUG 83900 CALL,2026-08-25 14:30:00,83900.0,CE,5.0,M,OP,,
NSE,D,35079,OPTIDX,0,NIFTYNXT50-Aug2026-83900-PE,25.0,NIFTYNXT50 25 AUG 83900 PUT,2026-08-25 14:30:00,83900.0,PE,5.0,M,OP,,
NSE,D,35080,OPTIDX,0,NIFTYNXT50-Aug2026-101500-CE,25.0,NIFTYNXT50 25 AUG 101500 CALL,2026-08-25 14:30:00,101500.0,CE,5.0,M,OP,,
NSE,D,35081,OPTIDX,0,NIFTYNXT50-Aug2026-101500-PE,25.0,NIFTYNXT50 25 AUG 101500 PUT,2026-08-25 14:30:00,101500.0,PE,5.0,M,OP,,
NSE,D,35082,OPTIDX,0,MIDCPNIFTY-Sep2026-19000-CE,120.0,MIDCPNIFTY 29 SEP 19000 CALL,2026-09-29 14:30:00,19000.0,CE,5.0,M,OP,,
NSE,D,35083,OPTIDX,0,MIDCPNIFTY-Sep2026-19000-PE,120.0,MIDCPNIFTY 29 SEP 19000 PUT,2026-09-29 14:30:00,19000.0,PE,5.0,M,OP,,
NSE,D,35084,OPTIDX,0,NIFTY-Sep2026-29150-CE,65.0,NIFTY 29 SEP 29150 CALL,2026-09-29 14:30:00,29150.0,CE,5.0,M,OP,,
NSE,D,35085,OPTIDX,0,NIFTY-Sep2026-29150-PE,65.0,NIFTY 29 SEP 29150 PUT,2026-09-29 14:30:00,29150.0,PE,5.0,M,OP,,
NSE,D,35086,OPTIDX,0,NIFTY-Sep2026-29200-CE,65.0,NIFTY 29 SEP 29200 CALL,2026-09-29 14:30:00,29200.0,CE,5.0,M,OP,,
NSE,D,35087,OPTIDX,0,NIFTY-Sep2026-29200-PE,65.0,NIFTY 29 SEP 29200 PUT,2026-09-29 14:30:00,29200.0,PE,5.0,M,OP,,
NSE,D,35088,OPTIDX,0,FINNIFTY-Oct2026-35500-CE,60.0,FINNIFTY 27 OCT 35500 CALL,2026-10-27 14:30:00,35500.0,CE,5.0,M,OP,,
NSE,D,35089,OPTIDX,0,FINNIFTY-Oct2026-35500-PE,60.0,FINNIFTY 27 OCT 35500 PUT,2026-10-27 14:30:00,35500.0,PE,5.0,M,OP,,
NSE,D,35090,OPTIDX,0,MIDCPNIFTY-Oct2026-16825-CE,120.0,MIDCPNIFTY 27 OCT 16825 CALL,2026-10-27 14:30:00,16825.0,CE,5.0,M,OP,,
NSE,D,35091,OPTIDX,0,MIDCPNIFTY-Oct2026-16825-PE,120.0,MIDCPNIFTY 27 OCT 16825 PUT,2026-10-27 14:30:00,16825.0,PE,5.0,M,OP,,
NSE,D,35092,OPTIDX,0,NIFTYNXT50-Aug2026-102000-CE,25.0,NIFTYNXT50 25 AUG 102000 CALL,2026-08-25 14:30:00,102000.0,CE,5.0,M,OP,,
NSE,D,35093,OPTIDX,0,NIFTYNXT50-Aug2026-102000-PE,25.0,NIFTYNXT50 25 AUG 102000 PUT,2026-08-25 14:30:00,102000.0,PE,5.0,M,OP,,
NSE,D,35094,OPTIDX,0,NIFTY-Sep2026-29250-CE,65.0,NIFTY 29 SEP 29250 CALL,2026-09-29 14:30:00,29250.0,CE,5.0,M,OP,,
NSE,D,35095,OPTIDX,0,NIFTY-Sep2026-29250-PE,65.0,NIFTY 29 SEP 29250 PUT,2026-09-29 14:30:00,29250.0,PE,5.0,M,OP,,
NSE,D,35096,OPTIDX,0,NIFTYNXT50-Sep2026-83700-CE,25.0,NIFTYNXT50 29 SEP 83700 CALL,2026-09-29 14:30:00,83700.0,CE,5.0,M,OP,,
NSE,D,35097,OPTIDX,0,NIFTYNXT50-Sep2026-83700-PE,25.0,NIFTYNXT50 29 SEP 83700 PUT,2026-09-29 14:30:00,83700.0,PE,5.0,M,OP,,
NSE,D,35098,OPTIDX,0,NIFTYNXT50-Sep2026-83800-CE,25.0,NIFTYNXT50 29 SEP 83800 CALL,2026-09-29 14:30:00,83800.0,CE,5.0,M,OP,,
NSE,D,35099,OPTIDX,0,NIFTYNXT50-Sep2026-83800-PE,25.0,NIFTYNXT50 29 SEP 83800 PUT,2026-09-29 14:30:00,83800.0,PE,5.0,M,OP,,
NSE,D,35100,OPTIDX,0,MIDCPNIFTY-Oct2026-16850-CE,120.0,MIDCPNIFTY 27 OCT 16850 CALL,2026-10-27 14:30:00,16850.0,CE,5.0,M,OP,,
NSE,D,35101,OPTIDX,0,MIDCPNIFTY-Oct2026-16850-PE,120.0,MIDCPNIFTY 27 OCT 16850 PUT,2026-10-27 14:30:00,16850.0,PE,5.0,M,OP,,
NSE,D,35102,OPTIDX,0,NIFTYNXT50-Sep2026-83900-CE,25.0,NIFTYNXT50 29 SEP 83900 CALL,2026-09-29 14:30:00,83900.0,CE,5.0,M,OP,,
NSE,D,35103,OPTIDX,0,NIFTYNXT50-Sep2026-83900-PE,25.0,NIFTYNXT50 29 SEP 83900 PUT,2026-09-29 14:30:00,83900.0,PE,5.0,M,OP,,
NSE,D,35104,OPTIDX,0,NIFTYNXT50-Sep2026-84100-CE,25.0,NIFTYNXT50 29 SEP 84100 CALL,2026-09-29 14:30:00,84100.0,CE,5.0,M,OP,,
NSE,D,35105,OPTIDX,0,NIFTYNXT50-Sep2026-84100-PE,25.0,NIFTYNXT50 29 SEP 84100 PUT,2026-09-29 14:30:00,84100.0,PE,5.0,M,OP,,
NSE,D,35106,OPTIDX,0,NIFTYNXT50-Sep2026-102000-CE,25.0,NIFTYNXT50 29 SEP 102000 CALL,2026-09-29 14:30:00,102000.0,CE,5.0,M,OP,,
NSE,D,35107,OPTIDX,0,NIFTYNXT50-Sep2026-102000-PE,25.0,NIFTYNXT50 29 SEP 102000 PUT,2026-09-29 14:30:00,102000.0,PE,5.0,M,OP,,
NSE,D,35108,OPTIDX,0,MIDCPNIFTY-Oct2026-16875-CE,120.0,MIDCPNIFTY 27 OCT 16875 CALL,2026-10-27 14:30:00,16875.0,CE,5.0,M,OP,,
NSE,D,35109,OPTIDX,0,MIDCPNIFTY-Oct2026-16875-PE,120.0,MIDCPNIFTY 27 OCT 16875 PUT,2026-10-27 14:30:00,16875.0,PE,5.0,M,OP,,
NSE,D,35110,OPTIDX,0,MIDCPNIFTY-Oct2026-16925-CE,120.0,MIDCPNIFTY 27 OCT 16925 CALL,2026-10-27 14:30:00,16925.0,CE,5.0,M,OP,,
NSE,D,35111,OPTIDX,0,MIDCPNIFTY-Oct2026-16925-PE,120.0,MIDCPNIFTY 27 OCT 16925 PUT,2026-10-27 14:30:00,16925.0,PE,5.0,M,OP,,
NSE,D,35112,OPTIDX,0,MIDCPNIFTY-Oct2026-19100-CE,120.0,MIDCPNIFTY 27 OCT 19100 CALL,2026-10-27 14:30:00,19100.0,CE,5.0,M,OP,,
NSE,D,35113,OPTIDX,0,BANKNIFTY-Aug2026-32000-CE,30.0,BANKNIFTY 25 AUG 32000 CALL,2026-08-25 14:30:00,32000.0,CE,5.0,M,OP,,
NSE,D,35114,OPTIDX,0,BANKNIFTY-Aug2026-32000-PE,30.0,BANKNIFTY 25 AUG 32000 PUT,2026-08-25 14:30:00,32000.0,PE,5.0,M,OP,,
NSE,D,35115,OPTIDX,0,MIDCPNIFTY-Oct2026-19100-PE,120.0,MIDCPNIFTY 27 OCT 19100 PUT,2026-10-27 14:30:00,19100.0,PE,5.0,M,OP,,
NSE,D,35116,OPTIDX,0,NIFTY-Sep2026-29550-CE,65.0,NIFTY 01 SEP 29550 CALL,2026-09-01 14:30:00,29550.0,CE,5.0,W,OP,,
NSE,D,35117,OPTIDX,0,NIFTY-Sep2026-29550-PE,65.0,NIFTY 01 SEP 29550 PUT,2026-09-01 14:30:00,29550.0,PE,5.0,W,OP,,
NSE,D,35118,OPTIDX,0,NIFTY-Oct2026-29550-CE,65.0,NIFTY 27 OCT 29550 CALL,2026-10-27 14:30:00,29550.0,CE,5.0,M,OP,,
NSE,D,35119,OPTIDX,0,NIFTY-Oct2026-29550-PE,65.0,NIFTY 27 OCT 29550 PUT,2026-10-27 14:30:00,29550.0,PE,5.0,M,OP,,
NSE,D,35120,OPTIDX,0,MIDCPNIFTY-Oct2026-19200-CE,120.0,MIDCPNIFTY 27 OCT 19200 CALL,2026-10-27 14:30:00,19200.0,CE,5.0,M,OP,,
NSE,D,35121,OPTIDX,0,MIDCPNIFTY-Oct2026-19200-PE,120.0,MIDCPNIFTY 27 OCT 19200 PUT,2026-10-27 14:30:00,19200.0,PE,5.0,M,OP,,
NSE,D,35124,OPTIDX,0,NIFTY-Sep2026-29500-CE,65.0,NIFTY 01 SEP 29500 CALL,2026-09-01 14:30:00,29500.0,CE,5.0,W,OP,,
NSE,D,35125,OPTIDX,0,NIFTY-Sep2026-29500-PE,65.0,NIFTY 01 SEP 29500 PUT,2026-09-01 14:30:00,29500.0,PE,5.0,W,OP,,
NSE,D,35126,OPTIDX,0,NIFTY-Oct2026-29300-CE,65.0,NIFTY 27 OCT 29300 CALL,2026-10-27 14:30:00,29300.0,CE,5.0,M,OP,,
NSE,D,35127,OPTIDX,0,NIFTY-Oct2026-29300-PE,65.0,NIFTY 27 OCT 29300 PUT,2026-10-27 14:30:00,29300.0,PE,5.0,M,OP,,
NSE,D,35128,OPTIDX,0,NIFTYNXT50-Oct2026-84700-CE,25.0,NIFTYNXT50 27 OCT 84700 CALL,2026-10-27 14:30:00,84700.0,CE,5.0,M,OP,,
NSE,D,35129,OPTIDX,0,NIFTYNXT50-Oct2026-84700-PE,25.0,NIFTYNXT50 27 OCT 84700 PUT,2026-10-27 14:30:00,84700.0,PE,5.0,M,OP,,
NSE,D,35134,OPTIDX,0,NIFTY-Oct2026-29350-CE,65.0,NIFTY 27 OCT 29350 CALL,2026-10-27 14:30:00,29350.0,CE,5.0,M,OP,,
NSE,D,35135,OPTIDX,0,NIFTY-Oct2026-29350-PE,65.0,NIFTY 27 OCT 29350 PUT,2026-10-27 14:30:00,29350.0,PE,5.0,M,OP,,
NSE,D,35136,OPTIDX,0,NIFTY-Oct2026-29400-CE,65.0,NIFTY 27 OCT 29400 CALL,2026-10-27 14:30:00,29400.0,CE,5.0,M,OP,,
NSE,D,35137,OPTIDX,0,NIFTY-Oct2026-29400-PE,65.0,NIFTY 27 OCT 29400 PUT,2026-10-27 14:30:00,29400.0,PE,5.0,M,OP,,
NSE,D,35138,OPTIDX,0,BANKNIFTY-Aug2026-39200-CE,30.0,BANKNIFTY 25 AUG 39200 CALL,2026-08-25 14:30:00,39200.0,CE,5.0,M,OP,,
NSE,D,35139,OPTIDX,0,BANKNIFTY-Aug2026-39200-PE,30.0,BANKNIFTY 25 AUG 39200 PUT,2026-08-25 14:30:00,39200.0,PE,5.0,M,OP,,
NSE,D,35140,OPTIDX,0,NIFTY-Oct2026-29450-CE,65.0,NIFTY 27 OCT 29450 CALL,2026-10-27 14:30:00,29450.0,CE,5.0,M,OP,,
NSE,D,35141,OPTIDX,0,NIFTY-Oct2026-29450-PE,65.0,NIFTY 27 OCT 29450 PUT,2026-10-27 14:30:00,29450.0,PE,5.0,M,OP,,
NSE,D,35142,OPTIDX,0,NIFTY-Oct2026-29500-CE,65.0,NIFTY 27 OCT 29500 CALL,2026-10-27 14:30:00,29500.0,CE,5.0,M,OP,,
NSE,D,35143,OPTIDX,0,NIFTY-Oct2026-29500-PE,65.0,NIFTY 27 OCT 29500 PUT,2026-10-27 14:30:00,29500.0,PE,5.0,M,OP,,
NSE,D,35144,OPTIDX,0,NIFTYNXT50-Oct2026-84200-CE,25.0,NIFTYNXT50 27 OCT 84200 CALL,2026-10-27 14:30:00,84200.0,CE,5.0,M,OP,,
